,acc_score,f1_score
GaussianNB,0.7874396135265701,0.8253968253968254
KNeighborsClassifier(8),0.6038647342995169,0.5591397849462366
DecisionTreeClassifier(),0.8405797101449275,0.8558951965065502
RandomForestClassifier,0.8840579710144928,0.891891891891892
SVM,0.6859903381642513,0.7703180212014133
MLPClassifier,0.7777777777777778,0.8130081300813008
