,Discriminacao,Dificuldade,Adivinhacao
V1,7.622,-2.002,0.014
V2,2.161,-1.772,0.018
V3,1.839,-1.592,0.079
V4,-1.234,-1.637,0.0
V5,5.408,-1.673,0.076
V6,7.189,-1.805,0.261
V7,9.891,-1.746,0.009
V8,5.276,-2.145,0.134
V9,1.53,-1.528,0.049
V10,1.934,-0.425,0.013
V11,0.992,-2.942,0.04
V12,12.159,-1.304,0.143
V13,-0.727,-2.707,0.052
V14,4.73,-0.948,0.159
V15,8.122,-1.785,0.263
V16,1.925,-2.063,0.065
V17,-1.057,-2.263,0.0
V18,-0.86,-3.679,0.327
V19,3.595,-1.72,0.036
V20,6.25,-1.199,0.382
V21,13.899,1.685,0.233
V22,-1.12,-0.826,0.0
V23,8.27,1.659,0.397
V24,-1.133,-1.142,0.0
V25,2.877,-1.556,0.006
V26,5.373,-2.283,0.001
V27,-1.121,-1.833,0.0
V28,0.613,-1.8,0.205
V29,6.124,-2.03,0.016
V30,-0.747,-3.561,0.006
V31,-0.841,-3.07,0.0
V32,-1.091,-1.894,0.0
V33,14.618,-1.057,0.284
V34,12.61,1.223,0.4
V35,5.378,-2.282,0.001
V36,9.891,-1.746,0.009
V37,2.518,-1.931,0.017
V38,7.585,2.003,0.239
V39,-0.254,-3.221,0.009
V40,7.621,-2.002,0.014
V41,5.536,-2.145,0.001
V42,10.698,-0.937,0.185
V43,4.965,-1.642,0.026
V44,13.97,-1.244,0.145
V45,3.376,-1.572,0.006
V46,0.813,-1.567,0.017
V47,2.468,2.476,0.326
V48,7.817,-1.01,0.303
V49,8.002,-2.096,0.017
V50,6.755,-1.06,0.276
V51,-0.803,-1.708,0.0
V52,2.893,-1.775,0.024
V53,4.237,1.633,0.491
V54,1.861,-1.439,0.028
V55,3.04,-2.165,0.022
V56,-0.95,-2.185,0.0
V57,-0.946,-2.461,0.0
V58,-1.041,-2.12,0.0
V59,2.495,-2.049,0.026
V60,7.621,-2.002,0.014
V61,5.029,1.795,0.352
V62,5.387,-2.282,0.001
V63,13.801,1.706,0.214
V64,0.715,-2.862,0.053
V65,5.106,-1.591,0.395
V66,-0.935,-2.038,0.0
V67,2.202,-1.393,0.104
V68,-1.2,-2.086,0.0
V69,-1.146,-1.919,0.0
V70,12.65,0.71,0.213
V71,-0.894,-2.932,0.0
V72,5.479,-1.005,0.001
V73,7.419,-1.589,0.012
V74,0.904,-1.41,0.135
V75,6.236,1.695,0.391
V76,4.084,0.8,0.428
V77,-0.11,-4.997,0.183
V78,5.287,-2.143,0.136
V79,1.738,-1.493,0.129
V80,2.749,-0.502,0.415
V81,-1.1,-1.951,0.0
V82,7.707,-2.099,0.016
V83,13.516,-0.713,0.095
V84,2.49,-1.913,0.02
V85,7.62,-2.002,0.014
V86,11.837,1.876,0.169
V87,8.369,-1.268,0.277
V88,-0.784,-2.638,0.003
V89,6.253,0.584,0.463
V90,8.027,-1.892,0.013
V91,-0.628,-1.22,0.001
V92,7.198,-1.805,0.261
V93,13.586,-0.783,0.238
V94,0.797,-2.101,0.076
V95,17.959,-1.115,0.136
V96,1.579,-2.466,0.028
V97,7.687,1.012,0.414
V98,6.447,-1.912,0.015
V99,4.337,-1.573,0.086
V100,1.193,-1.399,0.072
V101,4.389,-2.052,0.019
V102,-0.287,-3.834,0.145
V103,10.162,-0.684,0.284
V104,3.85,-0.441,0.279
