,Discriminacao,Dificuldade,Adivinhacao
V105,5.544,-2.145,0.001
V106,15.041,-0.697,0.047
V107,1.857,-0.992,0.021
V108,2.892,-1.656,0.018
V109,5.347,-1.724,0.02
V110,5.626,1.705,0.407
V111,3.347,-1.19,0.002
V112,1.019,-0.392,0.48
V113,2.086,-1.601,0.018
V114,13.285,-1.256,0.285
V115,9.891,-1.746,0.009
V116,-0.984,-2.206,0.0
V117,4.223,-1.866,0.015
V118,3.595,-1.72,0.036
V119,6.46,-1.912,0.015
V120,12.653,-1.066,0.426
V121,15.975,-0.847,0.238
V122,15.845,-0.859,0.095
V123,14.865,-1.32,0.001
V124,8.833,-1.899,0.013
V125,-1.0,-1.276,0.0
V126,0.917,-1.178,0.364
V127,0.059,-7.383,0.139
V128,0.023,82.517,0.188
V129,-4.064,-0.992,0.0
V130,8.991,0.082,0.492
V131,-1.78,-1.315,0.0
V132,-1.308,-0.617,0.0
V133,7.839,-0.399,0.572
V134,0.243,-0.542,0.164
V135,0.916,-2.056,0.227
V136,-2.109,-1.868,0.0
V137,-0.403,1.191,0.004
V138,-2.055,-1.369,0.0
V139,-2.373,-1.778,0.0
V140,7.986,-0.399,0.572
V141,1.692,-1.52,0.254
V142,1.597,-1.202,0.382
V143,-6.297,-2.461,0.008
V144,0.481,-0.167,0.067
V145,-0.09,0.158,0.229
V146,-2.462,-1.302,0.0
V147,1.366,-1.968,0.131
V148,17.295,-0.529,0.422
V149,1.469,-1.739,0.197
V150,8.54,-0.377,0.603
V151,0.298,-3.036,0.083
V152,0.05,-16.981,0.108
V153,19.716,-0.479,0.388
V154,0.218,-2.361,0.094
V155,-1.254,-1.591,0.0
V156,-3.005,-0.781,0.0
V157,1.284,-2.222,0.098
V158,-1.527,-0.854,0.0
V159,-2.953,-1.5,0.0
V160,-3.333,-2.071,0.0
V161,1.209,-2.08,0.237
V162,7.798,-0.356,0.629
V163,-1.719,-2.018,0.0
V164,0.06,17.535,0.201
V165,-1.29,-0.337,0.0
V166,-0.361,2.66,0.007
V167,-2.215,-1.169,0.0
V168,1.439,-1.702,0.326
V169,0.369,-2.194,0.117
V170,1.89,0.374,0.56
V171,-1.883,-1.181,0.0
V172,-2.742,-1.185,0.0
V173,0.598,-1.375,0.094
V174,-0.789,-3.123,0.0
V175,-2.631,-1.157,0.0
