Metodo,Acuracia
GaussianNB,0.6171428571428571
BernoulliNB,0.3028571428571429
KNeighborsClassifier(2),0.6457142857142857
KNeighborsClassifier(3),0.5885714285714285
KNeighborsClassifier(5),0.5714285714285714
KNeighborsClassifier(8),0.6057142857142858
DecisionTreeClassifier(),0.6457142857142857
RandomForestClassifier(3_estimators),0.6971428571428572
RandomForestClassifier(5_estimators),0.7028571428571428
RandomForestClassifier,0.68
SVM,0.5942857142857143
MLPClassifier,0.64
rand1,0.42857142857142855
rand2,0.56
rand3,0.4742857142857143
majoritario,0.7142857142857143
minoritario,0.2857142857142857
pessimo,0.0
otimo,1.0
