,Discriminacao,Dificuldade,Adivinhacao
V1,4.577,-1.96,0.004
V2,3.825,-1.861,0.005
V3,2.841,-2.382,0.013
V4,3.976,-2.108,0.004
V5,3.977,-2.105,0.004
V6,6.611,0.042,0.624
V7,-4.874,-2.801,0.334
V8,1.144,-1.654,0.084
V9,3.438,-1.792,0.005
V10,1.262,-3.254,0.116
V11,-0.441,-4.319,0.001
V12,6.011,-1.817,0.004
V13,-1.315,-1.684,0.002
V14,2.655,0.562,0.508
V15,13.396,0.688,0.101
V16,1.379,-2.184,0.006
V17,0.728,-4.744,0.094
V18,11.932,-0.065,0.432
V19,3.14,-2.114,0.005
V20,5.745,0.123,0.721
V21,0.562,-2.608,0.014
V22,3.945,-2.267,0.004
V23,0.83,-4.417,0.108
V24,14.755,0.958,0.416
V25,0.962,-1.662,0.117
V26,-3.718,-2.281,0.01
V27,5.609,-0.435,0.639
V28,11.842,-0.094,0.58
V29,-0.63,-0.9,0.001
V30,-0.835,-1.258,0.002
V31,1.042,-4.087,0.07
V32,3.9,-0.869,0.734
V33,28.541,-0.342,0.477
V34,-2.303,-2.326,0.019
V35,4.382,-1.358,0.052
V36,0.064,-2.502,0.136
V37,1.945,-0.764,0.293
V38,2.91,-2.545,0.007
V39,14.67,0.924,0.213
V40,6.01,-1.817,0.004
V41,3.972,-2.108,0.004
V42,-4.203,-2.013,0.009
V43,1.01,-2.141,0.011
V44,4.573,-1.961,0.004
V45,-2.934,-2.252,0.011
V46,15.079,-0.025,0.456
V47,0.037,-4.079,0.16
V48,-3.399,-1.411,0.011
V49,-2.287,-1.875,0.011
V50,4.577,-1.961,0.004
V51,-2.482,-1.756,0.087
V52,3.146,-2.12,0.005
V53,4.518,-1.136,0.822
V54,3.18,-2.094,0.005
V55,14.084,-0.396,0.583
V56,1.281,-2.36,0.025
V57,3.969,-2.11,0.004
V58,3.969,-2.109,0.004
V59,1.255,-1.351,0.009
V60,0.012,10.809,0.131
V61,-2.792,-1.986,0.184
V62,-0.523,-2.01,0.001
V63,-1.141,-1.359,0.002
V64,3.181,-2.094,0.005
V65,2.298,2.191,0.03
V66,18.486,0.315,0.476
V67,4.572,-1.961,0.004
V68,3.03,-2.155,0.005
V69,-2.422,-1.776,0.033
V70,17.913,-0.385,0.581
V71,0.991,-2.29,0.008
V72,11.373,-0.517,0.638
V73,3.77,-1.883,0.005
V74,2.371,-1.758,0.004
V75,-1.975,-1.796,0.129
V76,0.882,-2.487,0.012
V77,4.571,-1.961,0.004
V78,2.955,-2.188,0.025
V79,3.184,-2.038,0.005
V80,3.936,-2.272,0.004
V81,0.921,-1.89,0.066
V82,0.696,-2.386,0.021
V83,2.237,-1.13,0.503
V84,2.689,-1.779,0.004
V85,2.447,-2.048,0.004
V86,3.935,-2.273,0.004
V87,-4.316,-2.424,0.01
V88,-0.757,-2.704,0.001
V89,2.18,-2.077,0.011
V90,15.244,-0.364,0.603
V91,0.66,-2.209,0.015
V92,0.112,-6.595,0.073
V93,-0.183,-3.846,0.009
V94,0.134,1.92,0.104
V95,8.166,-2.053,0.004
V96,8.151,-2.054,0.004
V97,10.508,-0.09,0.355
V98,3.408,-1.771,0.005
V99,21.721,-0.306,0.488
V100,5.377,-0.175,0.367
V101,5.513,-1.847,0.004
V102,0.974,-3.849,0.165
V103,2.082,-0.831,0.61
V104,-2.681,-2.361,0.054
V105,8.887,-1.444,0.003
V106,2.009,-1.324,0.004
V107,-0.549,-1.971,0.001
V108,4.616,-1.919,0.004
V109,4.498,0.215,0.297
V110,3.6,-1.364,0.014
V111,0.526,-0.594,0.012
V112,0.464,-0.789,0.015
V113,11.441,0.042,0.334
V114,3.61,-1.919,0.005
V115,2.289,-1.267,0.007
V116,3.407,-1.769,0.005
V117,4.7,-1.71,0.005
V118,4.569,-1.962,0.004
V119,3.255,-1.704,0.006
V120,3.347,-1.478,0.002
V121,8.149,-2.054,0.004
V122,-0.356,-2.036,0.003
V123,14.306,0.163,0.459
V124,8.972,1.309,0.188
V125,1.874,-1.353,0.003
V126,3.377,-1.789,0.004
V127,4.703,0.331,0.222
V128,3.222,-1.671,0.02
V129,14.472,0.953,0.251
V130,1.425,-1.616,0.005
V131,2.474,-1.552,0.023
V132,1.036,-1.346,0.009
V133,2.873,-1.979,0.004
V134,9.248,0.667,0.356
V135,-0.484,-1.857,0.002
V136,-2.68,-2.361,0.054
V137,1.415,-1.634,0.006
V138,-0.345,-4.047,0.002
V139,9.136,-1.934,0.003
V140,4.351,-1.431,0.003
V141,9.123,-1.934,0.003
V142,9.141,-1.934,0.003
V143,-0.235,-15.419,0.017
V144,-0.222,-8.764,0.002
V145,12.023,0.066,0.354
V146,3.73,0.01,0.406
V147,8.473,-1.43,0.003
V148,9.14,-1.934,0.003
V149,6.001,-1.816,0.004
V150,9.138,-1.934,0.003
V151,-3.048,-2.331,0.051
V152,9.768,-1.521,0.002
V153,3.654,-1.483,0.243
V154,5.132,0.329,0.372
V155,2.315,-1.76,0.007
V156,0.674,-1.046,0.011
V157,-0.446,-4.555,0.001
V158,-0.874,-0.843,0.001
V159,1.051,-1.472,0.006
V160,1.987,-1.849,0.005
V161,0.308,-1.034,0.016
V162,11.728,-1.732,0.002
V163,-0.939,-2.222,0.002
V164,3.654,-1.886,0.004
V165,1.087,-0.358,0.021
V166,2.155,-1.985,0.01
V167,9.13,-1.934,0.003
V168,11.726,-1.732,0.002
V169,22.074,-0.312,0.504
V170,0.231,-0.528,0.07
V171,0.258,1.417,0.009
V172,4.567,-1.964,0.004
V173,0.21,-1.563,0.037
V174,2.486,-1.358,0.006
V175,11.435,-0.037,0.433
V176,14.788,-0.351,0.603
V177,9.133,-1.934,0.003
V178,0.806,-2.662,0.36
V179,9.132,-1.934,0.003
V180,9.131,-1.934,0.003
V181,0.814,-1.788,0.006
V182,2.437,-1.652,0.007
V183,2.247,-1.401,0.005
V184,1.586,-1.037,0.005
V185,-0.861,-1.433,0.001
V186,1.723,-1.215,0.004
V187,14.201,-0.423,0.424
V188,9.111,-1.933,0.003
V189,9.124,-1.933,0.003
V190,11.479,0.042,0.334
V191,-0.445,-2.158,0.002
V192,-0.403,-7.185,0.002
V193,2.705,-1.791,0.006
V194,3.041,-1.276,0.02
V195,13.05,1.331,0.385
V196,4.561,-1.964,0.004
V197,11.529,0.583,0.198
V198,6.002,-1.815,0.004
V199,13.94,0.142,0.332
V200,1.383,-1.355,0.009
V201,4.559,-1.964,0.004
V202,3.191,-2.039,0.005
V203,3.545,-1.955,0.005
V204,11.868,-0.484,0.312
V205,0.993,-2.017,0.005
V206,9.107,-1.933,0.003
V207,0.72,-1.778,0.005
