,Discriminacao,Dificuldade,Adivinhacao
V1,0.386,-4.36,0.0
V2,0.456,-5.177,0.0
V3,2.962,1.677,0.021
V4,0.208,-10.496,0.0
V5,0.94,-2.289,0.0
V6,0.969,-2.525,0.0
V7,0.225,-9.296,0.0
V8,0.803,-2.359,0.0
V9,0.384,-1.894,0.0
V10,0.634,-2.23,0.0
V11,0.913,-2.849,0.0
V12,3.367,2.867,0.009
V13,0.75,-3.142,0.0
V14,0.024,-109.571,0.075
V15,-75.188,-1.399,0.031
V16,-72.001,-1.355,0.144
V17,-3.265,-0.165,0.055
V18,-1.367,3.467,0.0
V19,-26.03,2.751,0.0
V20,-4.302,-2.551,0.028
V21,-41.274,2.724,0.0
V22,-41.274,-2.069,0.046
V23,-3.416,2.855,0.0
V24,-1.832,2.442,0.0
V25,-4.363,-1.631,0.061
V26,-57.191,-2.037,0.018
V27,-26.031,2.751,0.0
V28,-100.737,-0.008,0.166
V29,-29.138,2.751,0.0
V30,-42.826,-2.013,0.046
V31,-87.928,0.664,0.058
V32,-72.034,0.039,0.095
V33,-2.304,2.606,0.0
V34,-62.121,2.416,0.0
V35,-81.228,0.016,0.055
V36,-3.682,0.552,0.233
V37,-2.858,0.66,0.055
V38,-6.473,-1.799,0.021
V39,-2.357,-1.16,0.051
V40,-42.903,-2.1,0.073
V41,-2.048,-0.396,0.026
V42,-2.337,2.719,0.0
V43,-40.038,2.778,0.0
V44,-40.552,2.778,0.0
V45,-97.575,-1.705,0.028
V46,-31.511,2.716,0.0
V47,-93.165,-1.736,0.055
V48,-31.046,2.751,0.0
V49,-1.095,-1.437,0.147
V50,-32.624,-1.397,0.029
V51,-3.761,-1.537,0.053
V52,-3.748,-2.418,0.028
V53,-2.369,-0.472,0.07
V54,-31.52,2.716,0.0
V55,-80.351,-1.4,0.143
V56,-2.855,-0.629,0.039
V57,-57.521,2.068,0.0
V58,-4.826,2.493,0.0
V59,-3.221,3.054,0.0
V60,-4.627,-1.479,0.021
V61,-56.51,-2.062,0.018
V62,-31.319,2.786,0.0
V63,-31.318,2.786,0.0
V64,-1.969,3.116,0.0
V65,-3.482,3.255,0.0
V66,-73.054,-1.385,0.021
V67,-57.424,-2.084,0.055
V68,-95.357,-1.714,0.018
V69,-36.968,3.47,0.0
V70,-3.014,0.05,0.041
V71,-41.541,2.777,0.0
V72,-2.901,-0.103,0.045
V73,-3.476,3.256,0.0
V74,-45.7,-2.014,0.0
V75,-3.468,0.312,0.0
V76,-2.32,1.126,0.09
V77,-32.063,2.022,0.111
V78,-2.568,2.173,0.0
V79,-3.628,0.212,0.031
V80,-62.12,2.416,0.0
V81,-28.107,2.751,0.0
V82,-1.262,3.574,0.0
V83,-64.485,-1.365,0.074
V84,-3.48,3.255,0.0
V85,-1.367,3.467,0.0
V86,-34.295,-2.004,0.046
V87,-65.216,-0.697,0.112
V88,-43.772,2.037,0.0
V89,-2.456,-2.074,0.035
V90,-40.249,2.751,0.0
V91,-79.935,-1.394,0.021
V92,-65.733,-2.025,0.018
V93,-3.374,0.742,0.0
V94,-76.339,0.697,0.088
V95,-4.607,-1.531,0.011
V96,-57.138,0.675,0.252
V97,-90.882,-1.403,0.062
V98,-4.666,1.798,0.07
V99,-3.883,-0.02,0.038
V100,-3.476,3.256,0.0
V101,-67.869,-1.378,0.021
V102,-62.12,2.416,0.0
V103,-1.932,2.158,0.0
V104,-2.183,-0.881,0.021
V105,-3.403,-2.559,0.043
V106,-3.913,2.668,0.0
V107,-29.136,2.751,0.0
V108,-31.529,2.716,0.0
V109,-5.907,1.004,0.122
V110,-41.274,2.724,0.0
V111,-4.142,-0.1,0.057
V112,-26.031,2.751,0.0
V113,-41.274,2.724,0.0
V114,-40.849,2.751,0.0
V115,-66.305,0.678,0.058
V116,-1.262,3.574,0.0
V117,-5.308,0.717,0.03
V118,-70.296,-1.38,0.052
V119,-95.139,-1.72,0.037
V120,-49.875,2.088,0.0
V121,-95.526,-1.719,0.018
V122,-88.468,-1.396,0.041
V123,-31.541,2.716,0.0
V124,-35.174,3.47,0.0
V125,-3.47,3.256,0.0
V126,-22.017,-0.1,0.074
V127,-40.225,2.723,0.0
V128,-1.95,-0.599,0.027
V129,-4.651,1.556,0.123
V130,-79.577,-1.697,0.0
V131,-78.735,0.679,0.029
V132,-42.634,2.776,0.0
V133,-1.262,3.574,0.0
V134,-6.254,-1.787,0.01
V135,-5.568,0.537,0.079
V136,-26.032,2.751,0.0
V137,-2.741,-1.808,0.049
V138,-4.86,-1.654,0.011
V139,-35.325,3.47,0.0
V140,-86.263,-1.394,0.031
V141,-82.198,-1.384,0.042
V142,-88.362,-1.396,0.041
V143,-3.23,3.054,0.0
V144,-41.274,2.724,0.0
V145,-62.12,2.416,0.0
V146,-52.245,-2.02,0.064
V147,-5.526,0.583,0.031
V148,-60.511,1.325,0.176
V149,-94.975,-1.723,0.037
V150,-5.454,-1.753,0.052
V151,-86.293,1.708,0.177
V152,-66.087,-2.025,0.009
V153,-1.346,3.325,0.0
V154,-41.274,2.724,0.0
V155,-2.846,-0.031,0.045
V156,-31.554,2.716,0.0
V157,-0.904,2.473,0.0
V158,-3.363,2.571,0.0
V159,-2.826,-1.157,0.03
V160,-94.701,-1.724,0.046
V161,-54.128,1.383,0.235
V162,-61.321,-2.077,0.018
