,acc_score,f1_score
GaussianNB,0.845679012345679,0.9128919860627178
KNeighborsClassifier(8),0.6419753086419753,0.7680000000000001
DecisionTreeClassifier(),0.8333333333333334,0.9065743944636678
RandomForestClassifier,0.8765432098765432,0.9333333333333332
SVM,0.6172839506172839,0.7372881355932203
MLPClassifier,0.9012345679012346,0.9477124183006536
