,acc_score,f1_score
GaussianNB,0.9135802469135802,0.9548387096774192
KNeighborsClassifier(8),0.7962962962962963,0.8865979381443299
DecisionTreeClassifier(),0.8827160493827161,0.936026936026936
RandomForestClassifier,0.9135802469135802,0.9548387096774192
SVM,0.8024691358024691,0.888888888888889
MLPClassifier,0.8827160493827161,0.9368770764119602
