,Discriminacao,Dificuldade,Adivinhacao
V1,0.429,-6.012,0.006
V2,0.084,-26.289,0.06
V3,3.752,3.063,0.009
V4,0.827,-2.376,0.0
V5,-0.117,21.031,0.058
V6,0.344,-3.098,0.0
V7,-0.191,13.711,0.038
V8,0.373,-4.934,0.001
V9,-0.486,6.46,0.003
V10,3.15,6.882,0.891
V11,-0.678,5.553,0.016
V12,-0.158,13.776,0.037
V13,-0.925,3.291,0.38
V14,7.99,3.812,0.781
V15,-7.876,1.969,0.247
V16,-20.362,-2.43,0.043
V17,-16.542,-1.246,0.048
V18,-3.877,2.442,0.0
V19,-21.476,1.069,0.223
V20,-3.088,-0.963,0.072
V21,-12.498,2.695,0.0
V22,-6.079,-1.277,0.041
V23,-13.089,2.803,0.0
V24,-11.541,-2.019,0.036
V25,-15.871,-1.245,0.096
V26,-27.567,0.436,0.134
V27,-32.228,-1.407,0.087
V28,-19.384,2.39,0.0
V29,-3.433,2.256,0.0
V30,-19.369,2.391,0.0
V31,1.032,4.434,0.023
V32,0.997,5.371,0.047
V33,-10.297,2.049,0.0
V34,-25.782,-0.691,0.092
V35,-12.803,2.696,0.0
V36,-10.297,2.049,0.0
V37,-13.125,2.803,0.0
V38,-17.605,0.08,0.084
V39,-12.725,2.805,0.0
V40,-18.528,-0.884,0.052
V41,-3.289,2.651,0.0
V42,-3.43,2.256,0.0
V43,-16.756,3.098,0.0
V44,-13.556,1.774,0.244
V45,-6.901,0.5,0.213
V46,-2.807,2.471,0.001
V47,-10.297,2.049,0.0
V48,-17.736,1.678,0.0
V49,-7.876,1.969,0.247
V50,-13.879,0.762,0.284
V51,-3.841,-0.107,0.119
V52,-11.989,2.693,0.0
V53,-13.774,-1.367,0.048
V54,0.674,5.611,0.087
V55,-13.807,-1.451,0.038
V56,-21.511,1.07,0.223
V57,-5.525,0.322,0.15
V58,-14.22,-1.29,0.077
V59,-1.572,2.756,0.0
V60,-3.848,2.442,0.0
V61,-3.85,2.442,0.0
V62,-15.605,0.617,0.217
V63,-3.82,2.441,0.0
V64,-4.909,0.374,0.296
V65,-23.661,0.148,0.161
V66,-5.44,-0.194,0.455
V67,0.903,5.763,0.081
V68,-13.556,1.774,0.244
V69,-13.34,-1.949,0.036
V70,-5.769,-0.444,0.028
V71,-13.645,0.78,0.359
V72,-17.62,1.676,0.083
V73,-10.141,2.049,0.0
V74,-21.315,1.077,0.152
V75,-7.82,1.969,0.247
V76,-3.43,2.257,0.0
V77,-13.359,-1.408,0.048
V78,-16.591,-0.049,0.081
V79,-11.698,2.142,0.0
V80,-22.51,-0.539,0.058
V81,-7.875,1.969,0.247
V82,-18.797,0.144,0.189
V83,-11.361,1.893,0.125
V84,-12.378,2.695,0.0
V85,-11.316,1.892,0.125
V86,-13.351,-1.283,0.048
V87,0.995,6.234,0.07
V88,-16.447,3.089,0.0
V89,0.963,4.777,0.07
V90,-22.044,-2.073,0.045
V91,-7.498,-0.506,0.055
V92,-20.8,-1.714,0.063
V93,-15.2,-1.528,0.058
V94,-4.757,-0.562,0.167
V95,-11.561,2.144,0.0
V96,-13.387,1.773,0.244
V97,-3.817,2.441,0.0
V98,-27.658,0.399,0.243
V99,-8.615,-0.319,0.109
V100,-14.374,-0.026,0.569
V101,-3.305,2.652,0.0
V102,-11.316,1.892,0.125
V103,-1.719,2.528,0.0
V104,-3.292,2.652,0.0
V105,1.154,5.051,0.065
V106,-17.505,1.673,0.167
V107,-17.736,1.678,0.0
V108,-19.005,-0.537,0.117
V109,-16.237,3.095,0.0
V110,-7.875,1.969,0.247
V111,-1.304,-1.574,0.146
V112,0.853,6.737,0.052
V113,-4.502,-2.113,0.041
V114,-18.767,-0.125,0.108
V115,0.25,51.771,0.151
V116,-3.865,2.442,0.0
V117,-17.736,1.678,0.0
V118,-3.203,2.852,0.0
V119,-13.848,-2.16,0.027
V120,-7.121,-0.578,0.057
V121,-16.113,0.618,0.282
V122,-11.315,2.146,0.0
V123,-12.54,2.695,0.0
V124,-1.675,2.162,0.0
V125,-1.765,2.235,0.0
V126,-24.191,-0.648,0.157
V127,-16.835,-0.612,0.026
V128,-2.405,2.507,0.0
V129,-3.136,-0.898,0.192
V130,-17.674,1.676,0.083
V131,0.919,5.017,0.029
V132,-3.281,2.651,0.0
V133,-2.577,-0.957,0.148
V134,-3.198,2.856,0.0
V135,-13.556,1.774,0.244
V136,-14.843,-1.958,0.018
V137,-8.166,-1.13,0.052
V138,-5.76,-1.805,0.039
V139,-24.378,-1.04,0.058
V140,-3.883,2.442,0.0
V141,-12.366,2.695,0.0
V142,-0.758,1.624,0.001
V143,-3.131,0.637,0.135
V144,-14.948,0.02,0.163
V145,-2.397,2.51,0.0
V146,-12.608,2.805,0.0
V147,-5.389,-0.419,0.091
V148,-6.646,-1.068,0.039
V149,-10.297,2.049,0.0
V150,-10.733,1.947,0.0
V151,-5.678,0.227,0.318
V152,-0.117,-90.434,0.101
V153,-14.209,1.302,0.333
V154,-14.251,0.777,0.141
V155,-11.158,1.89,0.125
V156,-16.671,0.052,0.055
V157,-3.948,-0.954,0.036
V158,-15.606,-1.524,0.058
V159,-9.852,-2.209,0.036
V160,-4.506,-0.048,0.395
V161,-3.229,-0.582,0.133
V162,-17.162,-0.072,0.081
