,Discriminacao,Dificuldade,Adivinhacao
V1,0.244,-7.379,0.002
V2,0.118,-20.33,0.015
V3,2.197,1.625,0.023
V4,0.005,-337.032,0.388
V5,0.752,-3.5,0.0
V6,0.654,-3.719,0.0
V7,0.31,-6.401,0.0
V8,0.621,-3.593,0.0
V9,0.507,-3.768,0.0
V10,0.831,-1.756,0.0
V11,0.66,-3.982,0.0
V12,3.072,2.696,0.009
V13,0.334,-7.892,0.014
V14,0.177,-14.406,0.001
V15,-80.749,-2.427,0.045
V16,-73.186,-1.359,0.104
V17,-3.433,-0.358,0.093
V18,-27.809,2.765,0.0
V19,-29.774,2.737,0.0
V20,-38.18,-2.772,0.036
V21,-47.752,2.722,0.0
V22,-4.809,-2.375,0.038
V23,-1.177,2.856,0.0
V24,-1.249,1.097,0.0
V25,-2.012,-2.327,0.069
V26,-60.062,-2.724,0.018
V27,-29.777,2.737,0.0
V28,-90.394,-0.681,0.178
V29,-28.936,2.737,0.0
V30,-61.145,-2.74,0.045
V31,-3.764,0.293,0.109
V32,-94.963,0.013,0.047
V33,-1.82,2.184,0.0
V34,-67.019,2.399,0.0
V35,-61.169,0.011,0.07
V36,-95.774,-0.004,0.188
V37,-2.009,0.452,0.098
V38,-46.955,-2.737,0.027
V39,-2.63,-1.543,0.038
V40,0.852,5.904,0.105
V41,-1.937,-1.252,0.03
V42,-46.813,2.721,0.0
V43,-12.647,2.783,0.0
V44,-12.724,2.782,0.0
V45,-19.55,-2.672,0.064
V46,-33.724,2.709,0.0
V47,-77.895,-2.374,0.064
V48,-31.904,2.738,0.0
V49,-2.747,-2.358,0.076
V50,-99.455,-1.369,0.023
V51,-2.324,-2.455,0.05
V52,-74.556,-2.349,0.055
V53,-3.999,-0.467,0.079
V54,-33.725,2.709,0.0
V55,-3.649,-2.169,0.068
V56,-3.896,-1.174,0.028
V57,-2.209,1.267,0.0
V58,-4.164,2.34,0.0
V59,-38.4,2.761,0.0
V60,-3.277,-2.229,0.024
V61,-53.482,-2.784,0.027
V62,-30.267,2.764,0.0
V63,-30.286,2.764,0.0
V64,-1.893,2.841,0.0
V65,-14.87,2.844,0.0
V66,-74.221,-2.04,0.028
V67,-68.492,-2.781,0.064
V68,-90.731,-2.042,0.028
V69,-25.785,3.139,0.0
V70,-2.906,-0.482,0.045
V71,-12.957,2.782,0.0
V72,-2.206,-0.665,0.046
V73,-31.605,2.794,0.0
V74,-13.329,-2.632,0.036
V75,-3.728,-0.044,0.0
V76,-3.2,0.451,0.084
V77,-51.183,1.376,0.085
V78,-2.09,0.239,0.1
V79,-5.012,-0.481,0.051
V80,-67.022,2.399,0.0
V81,-33.004,2.738,0.0
V82,-1.262,3.22,0.0
V83,-2.651,-1.083,0.074
V84,-15.058,2.843,0.0
V85,-38.452,2.761,0.0
V86,-52.76,-2.721,0.055
V87,-3.821,-0.946,0.151
V88,-81.093,1.381,0.0
V89,-2.498,-2.712,0.035
V90,-1.51,2.707,0.0
V91,-87.589,-2.058,0.028
V92,-55.361,-2.739,0.027
V93,-94.911,0.661,0.0
V94,-81.808,0.671,0.051
V95,-3.171,-2.204,0.012
V96,-4.939,-0.266,0.094
V97,-81.994,-2.042,0.065
V98,-106.737,0.705,0.19
V99,-3.849,-0.234,0.065
V100,-31.528,2.795,0.0
V101,-132.86,-1.694,0.037
V102,-67.024,2.399,0.0
V103,-105.154,1.36,0.17
V104,-3.067,-1.184,0.055
V105,-51.118,-2.788,0.045
V106,-3.44,2.516,0.0
V107,-28.939,2.737,0.0
V108,-33.727,2.709,0.0
V109,-98.425,0.67,0.102
V110,-47.741,2.722,0.0
V111,-5.975,-0.35,0.094
V112,-29.78,2.737,0.0
V113,-1.614,2.649,0.0
V114,-13.192,2.72,0.0
V115,-154.618,0.293,0.092
V116,-1.262,3.22,0.0
V117,-106.622,0.025,0.094
V118,-100.655,-1.384,0.08
V119,-78.81,-2.374,0.045
V120,-71.68,2.057,0.0
V121,-85.179,-2.058,0.028
V122,-134.3,-1.767,0.047
V123,-33.728,2.709,0.0
V124,-26.5,3.143,0.0
V125,-15.306,2.841,0.0
V126,-98.761,-0.676,0.099
V127,-46.808,2.721,0.0
V128,-2.26,-0.972,0.042
V129,-93.506,0.684,0.178
V130,-83.206,-2.353,0.009
V131,-128.684,0.022,0.067
V132,-13.434,2.781,0.0
V133,-1.262,3.22,0.0
V134,-62.471,-2.725,0.009
V135,-51.918,0.038,0.16
V136,-29.782,2.737,0.0
V137,-3.886,-2.213,0.072
V138,-3.171,-2.204,0.012
V139,-26.905,3.147,0.0
V140,-58.706,-2.064,0.056
V141,-123.556,-1.733,0.065
V142,-14.694,-2.646,0.055
V143,-27.843,2.765,0.0
V144,-47.73,2.722,0.0
V145,-67.026,2.399,0.0
V146,-62.822,-2.726,0.073
V147,-54.983,0.021,0.093
V148,-78.828,0.684,0.203
V149,-76.543,-2.369,0.055
V150,-40.94,-2.737,0.082
V151,-109.696,1.36,0.17
V152,-91.309,-2.367,0.018
V153,-1.375,2.951,0.0
V154,-47.72,2.722,0.0
V155,-2.923,-0.771,0.043
V156,-2.288,2.441,0.0
V157,-1.03,-0.272,0.041
V158,-36.805,1.344,0.171
V159,-109.363,-1.346,0.034
V160,-74.922,-2.356,0.045
V161,-31.507,1.361,0.171
V162,-52.604,-2.785,0.027
