,acc_score,f1_score
GaussianNB,0.845679012345679,0.9128919860627178
KNeighborsClassifier(8),0.6358024691358025,0.7611336032388665
DecisionTreeClassifier(),0.8024691358024691,0.888888888888889
RandomForestClassifier,0.8827160493827161,0.9372937293729372
SVM,0.6049382716049383,0.7264957264957265
MLPClassifier,0.6851851851851852,0.7951807228915663
