,acc_score,f1_score
GaussianNB,0.8019323671497585,0.831275720164609
KNeighborsClassifier(8),0.642512077294686,0.6476190476190475
DecisionTreeClassifier(),0.8067632850241546,0.8245614035087718
RandomForestClassifier,0.8743961352657005,0.8859649122807017
SVM,0.6714975845410628,0.7553956834532374
MLPClassifier,0.6231884057971014,0.5851063829787234
