,Discriminacao,Dificuldade,Adivinhacao
V1,0.921,0.863,0.0
V2,1.953,1.363,0.012
V3,3.153,2.724,0.009
V4,1.327,0.864,0.0
V5,1.946,1.283,0.012
V6,2.852,2.485,0.009
V7,0.91,-2.018,0.0
V8,1.128,-0.33,0.0
V9,1.03,-1.231,0.0
V10,2.61,2.283,0.017
V11,1.033,-0.312,0.0
V12,2.832,2.071,0.017
V13,0.107,-16.967,0.149
V14,2.771,2.302,0.037
V15,-1.496,2.683,0.0
V16,-13.995,-0.696,0.353
V17,-44.167,2.018,0.0
V18,-31.287,2.062,0.0
V19,-44.253,2.018,0.0
V20,-48.829,-0.642,0.098
V21,-34.911,2.089,0.0
V22,-2.466,-0.481,0.128
V23,-34.966,2.089,0.0
V24,-62.862,-1.371,0.11
V25,-24.534,2.033,0.0
V26,-26.731,1.358,0.1
V27,-3.645,-1.355,0.078
V28,-31.537,2.062,0.0
V29,-2.804,1.932,0.0
V30,-31.586,2.062,0.0
V31,-114.219,-2.364,0.063
V32,-210.048,-1.372,0.069
V33,-2.804,1.932,0.0
V34,-66.265,-1.341,0.083
V35,-31.636,2.062,0.0
V36,-3.205,2.049,0.0
V37,-22.119,2.112,0.0
V38,-99.102,0.677,0.282
V39,-55.675,2.416,0.0
V40,-2.698,1.675,0.0
V41,-31.936,2.062,0.0
V42,-2.804,1.932,0.0
V43,-55.774,2.417,0.0
V44,-2.804,1.932,0.0
V45,-2.198,1.653,0.0
V46,-3.708,1.87,0.0
V47,-3.205,2.049,0.0
V48,-4.155,1.572,0.0
V49,-2.314,2.346,0.0
V50,-24.534,2.033,0.0
V51,-35.4,2.01,0.0
V52,-22.119,2.112,0.0
V53,-133.611,-0.807,0.095
V54,-2.15,2.208,0.0
V55,-160.471,-1.433,0.057
V56,-35.4,2.01,0.0
V57,-82.559,1.717,0.0
V58,-128.024,0.665,0.279
V59,-35.46,2.088,0.0
V60,-24.546,2.033,0.0
V61,-24.546,2.033,0.0
V62,-1.17,0.9,0.0
V63,-35.515,2.088,0.0
V64,-34.273,2.037,0.0
V65,-2.768,1.341,0.0
V66,-32.18,2.062,0.0
V67,-112.056,-2.392,0.072
V68,-2.499,2.131,0.0
V69,-70.77,-2.017,0.091
V70,-73.275,0.025,0.112
V71,-2.392,1.994,0.0
V72,-3.279,1.749,0.0
V73,-44.693,2.018,0.0
V74,-3.197,1.289,0.0
V75,-1.367,2.604,0.0
V76,-2.804,1.932,0.0
V77,-2.359,2.001,0.0
V78,-2.278,0.36,0.0
V79,-24.546,2.033,0.0
V80,-3.986,1.229,0.0
V81,-2.312,2.348,0.0
V82,-1.079,1.46,0.0
V83,-3.279,1.749,0.0
V84,-35.679,2.088,0.0
V85,-2.804,1.932,0.0
V86,-69.848,0.014,0.26
V87,-5.383,-1.618,0.126
V88,-56.116,2.419,0.0
V89,-1.878,1.997,0.0
V90,-53.914,-1.361,0.083
V91,-117.794,0.668,0.209
V92,-152.049,-0.113,0.138
V93,-107.825,-2.364,0.063
V94,-23.739,-0.05,0.186
V95,-24.547,2.033,0.0
V96,-2.804,1.932,0.0
V97,-35.787,2.088,0.0
V98,-24.535,2.033,0.0
V99,-1.907,1.857,0.0
V100,-35.841,2.088,0.0
V101,-32.472,2.062,0.0
V102,-3.208,2.049,0.0
V103,-1.994,2.436,0.0
V104,-32.52,2.062,0.0
V105,-149.698,-1.369,0.096
V106,-1.486,2.202,0.0
V107,-4.155,1.572,0.0
V108,-52.056,0.011,0.186
V109,-1.565,2.845,0.0
V110,-2.31,2.351,0.0
V111,-68.635,-1.335,0.069
V112,-54.553,-1.361,0.082
V113,-111.999,-2.38,0.054
V114,-2.177,-0.497,0.083
V115,-2.784,1.338,0.0
V116,-29.38,2.063,0.0
V117,-4.155,1.572,0.0
V118,-36.004,2.088,0.0
V119,-1.96,1.258,0.0
V120,-53.994,0.031,0.223
V121,-3.7,1.871,0.0
V122,-1.876,2.139,0.0
V123,-32.474,2.062,0.0
V124,-32.523,2.062,0.0
V125,-32.761,2.061,0.0
V126,-36.273,2.087,0.0
V127,-108.915,0.671,0.216
V128,-36.327,2.087,0.0
V129,-36.381,2.087,0.0
V130,-3.279,1.749,0.0
V131,-1.243,1.239,0.0
V132,-1.382,2.774,0.0
V133,-54.178,-1.313,0.136
V134,-36.434,2.087,0.0
V135,-2.499,2.132,0.0
V136,-114.198,-2.371,0.036
V137,-43.752,-2.021,0.057
V138,-1.728,1.605,0.0
V139,-24.535,2.033,0.0
V140,-24.547,2.033,0.0
V141,-36.488,2.087,0.0
V142,-1.121,2.56,0.0
V143,-2.416,1.605,0.0
V144,-1.216,0.869,0.0
V145,-2.085,1.927,0.0
V146,-22.119,2.112,0.0
V147,-1.135,0.988,0.0
V148,-69.135,-1.347,0.055
V149,-2.804,1.932,0.0
V150,-4.154,1.571,0.0
V151,-33.049,2.061,0.0
V152,-1.262,0.841,0.0
V153,-3.708,1.87,0.0
V154,-83.946,1.712,0.0
V155,-2.804,1.932,0.0
V156,-1.262,1.089,0.0
V157,-4.592,0.137,0.141
V158,-4.205,-0.127,0.178
V159,-56.765,-2.735,0.054
V160,-1.209,2.768,0.0
V161,-29.38,2.063,0.0
V162,-191.489,0.346,0.15
