,acc_score,f1_score
GaussianNB,0.9135802469135802,0.9548387096774192
KNeighborsClassifier(8),0.8641975308641975,0.9266666666666666
DecisionTreeClassifier(),0.8518518518518519,0.9194630872483222
RandomForestClassifier,0.9135802469135802,0.9548387096774192
SVM,0.7777777777777778,0.8732394366197184
MLPClassifier,0.8827160493827161,0.9372937293729372
