Metodo,Acuracia
GaussianNB,0.7013150204558737
BernoulliNB,0.5481297486849794
KNeighborsClassifier(2),0.7611922852133255
KNeighborsClassifier(3),0.752571595558153
KNeighborsClassifier(5),0.7422852133255406
KNeighborsClassifier(8),0.7318819403857393
DecisionTreeClassifier(),0.7269140853302163
RandomForestClassifier(3_estimators),0.7458503798947984
RandomForestClassifier(5_estimators),0.7493571011104616
RandomForestClassifier,0.7803331385154879
SVM,0.6668322618351841
MLPClassifier,0.6943015780245471
rand1,0.42857142857142855
rand2,0.56
rand3,0.4742857142857143
majoritario,0.2857142857142857
minoritario,0.7142857142857143
pessimo,0.0
otimo,1.0
