,acc_score,f1_score
GaussianNB,0.6171428571428571,0.5786163522012578
KNeighborsClassifier(8),0.6114285714285714,0.46875
DecisionTreeClassifier(),0.64,0.4000000000000001
RandomForestClassifier,0.6457142857142857,0.425925925925926
SVM,0.5542857142857143,0.5185185185185186
MLPClassifier,0.6514285714285715,0.5481481481481482
