,Discriminacao,Dificuldade,Adivinhacao
V1,1.784,2.398,0.012
V2,2.16,2.447,0.046
V3,2.683,1.593,0.011
V4,1.392,2.429,0.027
V5,0.527,-0.549,0.0
V6,2.45,2.315,0.132
V7,24.35,2.752,0.018
V8,1.553,1.812,0.013
V9,2.985,2.264,0.009
V10,29.42,2.751,0.009
V11,0.456,0.967,0.0
V12,2.206,2.03,0.011
V13,1.942,1.39,0.011
V14,-0.104,-32.36,0.878
V15,-41.259,1.693,0.0
V16,-25.744,2.022,0.0
V17,-2.546,1.742,0.0
V18,-1.508,2.513,0.0
V19,-73.877,-1.367,0.154
V20,-73.819,1.008,0.091
V21,-33.747,1.696,0.125
V22,-2.457,1.394,0.0
V23,-30.684,2.402,0.0
V24,-25.765,2.022,0.0
V25,-103.636,-1.591,0.089
V26,-110.247,-1.659,0.062
V27,-3.288,2.001,0.0
V28,-2.185,1.995,0.0
V29,-13.093,2.102,0.0
V30,-25.775,2.022,0.0
V31,-24.692,2.077,0.0
V32,-24.701,2.077,0.0
V33,-25.805,2.022,0.0
V34,-41.371,1.693,0.0
V35,-25.825,2.022,0.0
V36,-24.74,2.077,0.0
V37,-4.437,1.104,0.11
V38,-1.049,2.318,0.0
V39,-74.868,0.68,0.273
V40,-2.582,2.086,0.0
V41,-87.123,0.666,0.182
V42,-3.828,0.496,0.171
V43,-1.961,2.075,0.0
V44,-1.961,2.075,0.0
V45,-3.021,1.658,0.0
V46,-25.845,2.022,0.0
V47,-64.097,0.716,0.182
V48,-15.793,1.947,0.2
V49,-15.065,2.003,0.0
V50,-2.551,1.74,0.0
V51,-3.01,2.253,0.0
V52,-2.538,1.484,0.0
V53,-2.581,2.086,0.0
V54,-82.893,0.671,0.182
V55,-1.232,2.457,0.0
V56,-78.896,-0.67,0.152
V57,-41.427,1.693,0.0
V58,-15.065,2.003,0.0
V59,-17.251,1.956,0.2
V60,-113.583,-1.127,0.124
V61,-1.646,2.239,0.0
V62,-13.093,2.102,0.0
V63,-3.124,2.513,0.0
V64,-2.367,2.345,0.0
V65,-3.115,2.514,0.0
V66,-25.874,2.022,0.0
V67,-1.733,1.772,0.0
V68,-24.791,2.077,0.0
V69,-1.331,3.117,0.0
V70,-123.987,-0.012,0.154
V71,-76.96,0.677,0.364
V72,-106.003,-0.813,0.077
V73,-3.12,2.512,0.0
V74,-101.072,-1.689,0.054
V75,-99.036,-0.024,0.038
V76,-3.663,0.613,0.26
V77,-25.903,2.022,0.0
V78,-15.065,2.003,0.0
V79,-15.065,2.003,0.0
V80,-67.168,0.677,0.091
V81,-13.585,1.931,0.2
V82,-1.508,2.513,0.0
V83,-3.286,2.001,0.0
V84,-3.119,2.511,0.0
V85,-17.286,1.956,0.2
V86,-0.406,3.215,0.0
V87,-35.843,1.327,0.125
V88,-34.865,1.38,0.0
V89,-74.887,0.68,0.273
V90,-3.286,2.001,0.0
V91,-2.539,1.482,0.0
V92,-1.161,1.743,0.0
V93,-3.916,1.568,0.0
V94,-15.065,2.003,0.0
V95,-83.096,-1.367,0.059
V96,-25.932,2.022,0.0
V97,-24.854,2.077,0.0
V98,-5.13,1.177,0.111
V99,-13.092,2.102,0.0
V100,-3.123,2.509,0.0
V101,-2.538,1.483,0.0
V102,-4.593,1.129,0.0
V103,-2.998,1.83,0.0
V104,-2.693,1.57,0.0
V105,-2.549,1.742,0.0
V106,-24.864,2.077,0.0
V107,-118.453,0.023,0.231
V108,-2.689,1.574,0.0
V109,-24.875,2.077,0.0
V110,-33.747,1.696,0.125
V111,-2.236,1.822,0.0
V112,-24.886,2.077,0.0
V113,-33.746,1.696,0.125
V114,-127.766,0.666,0.182
V115,-24.896,2.077,0.0
V116,-1.508,2.513,0.0
V117,-25.988,2.022,0.0
V118,-24.918,2.077,0.0
V119,-1.239,1.345,0.0
V120,-41.652,1.693,0.0
V121,-2.238,1.821,0.0
V122,-3.409,1.231,0.0
V123,-105.137,0.672,0.182
V124,-20.144,2.75,0.0
V125,-3.124,2.506,0.0
V126,-4.453,1.103,0.111
V127,-2.692,1.571,0.0
V128,-73.568,0.69,0.091
V129,-24.962,2.077,0.0
V130,-27.236,1.385,0.0
V131,-26.043,2.023,0.0
V132,-69.448,-1.347,0.297
V133,-1.508,2.513,0.0
V134,-106.21,-1.64,0.062
V135,-13.091,2.102,0.0
V136,-24.983,2.077,0.0
V137,-34.882,0.706,0.273
V138,-101.026,-1.705,0.045
V139,-20.173,2.75,0.0
V140,-32.14,1.324,0.125
V141,-13.091,2.102,0.0
V142,-30.735,2.407,0.0
V143,-15.814,1.948,0.2
V144,-41.764,1.693,0.0
V145,-4.196,0.99,0.0
V146,-3.003,1.831,0.0
V147,-26.087,2.023,0.0
V148,-2.581,2.086,0.0
V149,-0.41,1.0,0.003
V150,-5.045,1.183,0.11
V151,-2.351,1.651,0.0
V152,-4.037,1.751,0.0
V153,-1.647,2.237,0.0
V154,-33.745,1.696,0.125
V155,-3.375,0.061,0.19
V156,-26.096,2.023,0.0
V157,-15.064,2.003,0.0
V158,-25.049,2.077,0.0
V159,-2.501,1.913,0.0
V160,-69.768,0.703,0.091
V161,-25.06,2.077,0.0
V162,-2.002,1.536,0.0
