,acc_score,f1_score
GaussianNB,0.5885714285714285,0.5555555555555556
KNeighborsClassifier(8),0.6914285714285714,0.41304347826086957
DecisionTreeClassifier(),0.6571428571428571,0.4444444444444445
RandomForestClassifier,0.7085714285714285,0.4742268041237113
SVM,0.6514285714285715,0.5413533834586466
MLPClassifier,0.6342857142857142,0.5294117647058824
