,acc_score,f1_score
GaussianNB,0.6057142857142858,0.5660377358490566
KNeighborsClassifier(8),0.6285714285714286,0.49612403100775193
DecisionTreeClassifier(),0.6571428571428571,0.33333333333333326
RandomForestClassifier,0.6742857142857143,0.4123711340206186
SVM,0.5942857142857143,0.5419354838709678
MLPClassifier,0.6457142857142857,0.5079365079365079
